종목코드,업종
016670,기타 전문 도매업
000440,기타 전문 도매업
012030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
005090,전기업
014970,"골판지, 종이 상자 및 종이용기 제조업"
005750,"내화, 비내화 요업제품 제조업"
011040,의약품 제조업
008370,플라스틱제품 제조업
007390,기초 의약물질 제조업
002290,건물 건설업
019540,자동차 신품 부품 제조업
007770,기초 화학물질 제조업
017890,기타 화학제품 제조업
003310,동물용 사료 및 조제식품 제조업
019660,상품 종합 도매업
005880,해상 운송업
017510,기타 금속 가공제품 제조업
005870,통신 및 방송 장비 제조업
017550,특수 목적용 기계 제조업
021080,신탁업 및 집합투자업
011170,기초 화학물질 제조업
008830,특수 목적용 기계 제조업
001430,1차 철강 제조업
008770,기타 상품 전문 소매업
014580,"시멘트, 석회, 플라스터 및 그 제품 제조업"
013520,자동차 신품 부품 제조업
004080,기계장비 및 관련 물품 도매업
006060,상품 종합 도매업
014530,석유 정제품 제조업
002140,"곡물가공품, 전분 및 전분제품 제조업"
002230,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
016090,봉제의복 제조업
001620,자동차 신품 부품 제조업
017040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
011390,"시멘트, 석회, 플라스터 및 그 제품 제조업"
011810,상품 종합 도매업
010130,1차 비철금속 제조업
009730,1차 철강 제조업
004720,의약품 제조업
009200,"펄프, 종이 및 판지 제조업"
001500,금융 지원 서비스업
008870,유리 및 유리제품 제조업
008110,통신 및 방송 장비 제조업
005820,직물직조 및 직물제품 제조업
008490,기타 화학제품 제조업
014910,전자부품 제조업
003580,종합 소매업
015860,기타 금융업
014160,"골판지, 종이 상자 및 종이용기 제조업"
012280,자동차 신품 부품 제조업
019170,의약품 제조업
002210,의약품 제조업
016920,기계장비 및 관련 물품 도매업
012170,"영화, 비디오물, 방송프로그램 제작 및 배급업"
009420,의약품 제조업
013030,1차 철강 제조업
011330,"가죽, 가방 및 유사제품 제조업"
012800,1차 비철금속 제조업
001140,도로 화물 운송업
013360,토목 건설업
013700,건물 건설업
002760,기타 화학제품 제조업
007610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
004920,영상 및 음향기기 제조업
009290,의약품 제조업
011420,스포츠 서비스업
004270,기타 전문 도매업
001940,1차 철강 제조업
009410,토목 건설업
007280,1차 철강 제조업
009180,기타 운송관련 서비스업
002170,"가죽, 가방 및 유사제품 제조업"
017670,전기 통신업
010640,플라스틱제품 제조업
003650,석유 정제품 제조업
004380,일반 목적용 기계 제조업
002840,기타 화학제품 제조업
007860,기타 금융업
019550,신탁업 및 집합투자업
013000,기타 전문 도매업
012330,자동차 신품 부품 제조업
001390,기초 화학물질 제조업
009320,자동차 신품 부품 제조업
001450,보험업
005440,기타 금융업
015760,전기업
007690,기초 화학물질 제조업
006280,의약품 제조업
009160,1차 철강 제조업
008600,생활용품 도매업
015230,자동차 신품 부품 제조업
007160,수산물 가공 및 저장 처리업
014130,도로 화물 운송업
008040,"곡물가공품, 전분 및 전분제품 제조업"
009140,전자부품 제조업
009580,"펄프, 종이 및 판지 제조업"
014990,봉제의복 제조업
013570,기타 금융업
003610,직물직조 및 직물제품 제조업
015590,일반 목적용 기계 제조업
014680,기초 화학물질 제조업
010820,무기 및 총포탄 제조업
019570,신탁업 및 집합투자업
006040,기타 금융업
008060,기타 금융업
003680,수산물 가공 및 저장 처리업
006920,"시멘트, 석회, 플라스터 및 그 제품 제조업"
015020,부동산 임대 및 공급업
011280,"골판지, 종이 상자 및 종이용기 제조업"
002310,"골판지, 종이 상자 및 종이용기 제조업"
010660,특수 목적용 기계 제조업
011150,기타 식품 제조업
001770,1차 철강 제조업
018470,1차 비철금속 제조업
005850,자동차 신품 부품 제조업
009970,기타 금융업
012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
003850,의약품 제조업
008250,나무제품 제조업
012690,기타 종이 및 판지 제품 제조업
006370,종합 소매업
006980,"곡물가공품, 전분 및 전분제품 제조업"
002920,자동차 신품 부품 제조업
002220,1차 철강 제조업
002450,악기 제조업
002460,건물 건설업
007340,일차전지 및 이차전지 제조업
000890,알코올음료 제조업
001290,금융 지원 서비스업
003010,기계장비 및 관련 물품 도매업
014280,1차 철강 제조업
009810,기타 전문 도매업
008730,플라스틱제품 제조업
009270,봉제의복 제조업
004140,기타 운송관련 서비스업
002960,석유 정제품 제조업
003000,의약품 제조업
005810,기타 금융업
001270,금융 지원 서비스업
012200,일반 목적용 기계 제조업
004710,전자부품 제조업
016610,금융 지원 서비스업
008930,기타 금융업
005500,의약품 제조업
005490,1차 철강 제조업
002410,건물 건설업
005690,기초 의약물질 제조업
001230,기타 금융업
006340,절연선 및 케이블 제조업
005950,기초 화학물질 제조업
016360,금융 지원 서비스업
002810,기타 전문 도매업
001750,금융 지원 서비스업
011780,기초 화학물질 제조업
003470,금융 지원 서비스업
002620,회사 본부 및 경영 컨설팅 서비스업
015260,전자부품 제조업
009460,"펄프, 종이 및 판지 제조업"
005720,고무제품 제조업
006660,자동차 신품 부품 제조업
004490,일차전지 및 이차전지 제조업
011000,의약품 제조업
009310,특수 목적용 기계 제조업
010100,자동차 신품 부품 제조업
005070,기타 화학제품 제조업
004830,플라스틱제품 제조업
001720,금융 지원 서비스업
001200,금융 지원 서비스업
003460,금융 지원 서비스업
011700,일반 목적용 기계 제조업
005420,기타 화학제품 제조업
000500,절연선 및 케이블 제조업
010950,석유 정제품 제조업
012450,"항공기,우주선 및 부품 제조업"
011230,영상 및 음향기기 제조업
004020,1차 철강 제조업
004770,전자부품 제조업
004560,1차 철강 제조업
006090,수산물 가공 및 저장 처리업
003530,금융 지원 서비스업
009470,전자부품 제조업
001510,금융 지원 서비스업
010770,자동차 신품 부품 제조업
007110,"건축자재, 철물 및 난방장치 도매업"
016380,1차 철강 제조업
010780,"시멘트, 석회, 플라스터 및 그 제품 제조업"
002360,기초 화학물질 제조업
003830,화학섬유 제조업
007810,전자부품 제조업
004170,종합 소매업
010060,기타 금융업
000520,의약품 제조업
006490,전기 통신업
003120,의약품 제조업
000720,토목 건설업
002710,1차 철강 제조업
003060,의약품 제조업
007700,기타 금융업
008700,영상 및 음향기기 제조업
010620,선박 및 보트 건조업
006360,건물 건설업
006110,1차 비철금속 제조업
006200,기타 금융업
006400,일차전지 및 이차전지 제조업
009150,전자부품 제조업
005960,토목 건설업
009070,도로 화물 운송업
003070,토목 건설업
005180,동·식물성 유지 및 낙농제품 제조업
005250,회사 본부 및 경영 컨설팅 서비스업
000480,"내화, 비내화 요업제품 제조업"
004310,의약품 제조업
003920,동·식물성 유지 및 낙농제품 제조업
008350,1차 비철금속 제조업
003350,기타 화학제품 제조업
011760,상품 종합 도매업
006260,기타 금융업
001740,기타 전문 도매업
002100,"비료, 농약 및 살균, 살충제 제조업"
004870,"시멘트, 석회, 플라스터 및 그 제품 제조업"
007590,"비료, 농약 및 살균, 살충제 제조업"
004430,기타 화학제품 제조업
002780,토목 건설업
004090,기타 비금속 광물제품 제조업
000650,육상 여객 운송업
000430,자동차 신품 부품 제조업
001080,1차 철강 제조업
004700,"가죽, 가방 및 유사제품 제조업"
004360,도로 화물 운송업
008970,1차 철강 제조업
002880,자동차 신품 부품 제조업
001260,토목 건설업
005680,전자부품 제조업
005800,봉제의복 제조업
002630,의약품 제조업
001550,"비료, 농약 및 살균, 살충제 제조업"
005430,기타 운송관련 서비스업
004910,기타 화학제품 제조업
003080,"비료, 농약 및 살균, 살충제 제조업"
004690,연료용 가스 제조 및 배관공급업
002600,기타 식품 제조업
001570,기초 화학물질 제조업
003960,수산물 가공 및 저장 처리업
002070,봉제의복 제조업
003570,자동차 신품 부품 제조업
004960,건물 건설업
004370,기타 식품 제조업
003720,플라스틱제품 제조업
004980,"시멘트, 석회, 플라스터 및 그 제품 제조업"
004970,어로 어업
002870,기타 전문 도매업
001630,의약품 제조업
005740,기타 금융업
002390,의약품 제조업
001380,자동차 신품 부품 제조업
006120,기타 금융업
007540,기타 금융업
003280,해상 운송업
001250,상품 종합 도매업
002990,건물 건설업
001470,토목 건설업
001820,전자부품 제조업
001020,"펄프, 종이 및 판지 제조업"
001520,"시멘트, 석회, 플라스터 및 그 제품 제조업"
000880,기타 화학제품 제조업
001060,의약품 제조업
000670,1차 비철금속 제조업
001340,기초 화학물질 제조업
000180,회사 본부 및 경영 컨설팅 서비스업
005110,기계장비 및 관련 물품 도매업
004450,기타 금속 가공제품 제조업
000040,그외 기타 운송장비 제조업
002240,1차 철강 제조업
004100,자동차 신품 부품 제조업
002820,나무제품 제조업
004840,고무제품 제조업
002350,고무제품 제조업
004060,상품 종합 도매업
004000,기초 화학물질 제조업
000020,의약품 제조업
000210,기초 화학물질 제조업
001120,상품 중개업
002720,의약품 제조업
003240,화학섬유 제조업
005030,자동차 신품 부품 제조업
000590,기타 금융업
000990,반도체 제조업
006570,기타 금속 가공제품 제조업
000220,의약품 제조업
000860,기타 화학제품 제조업
003540,금융 지원 서비스업
005940,금융 지원 서비스업
006800,금융 지원 서비스업
002700,기계장비 및 관련 물품 도매업
001360,의약품 제조업
000810,보험업
003230,기타 식품 제조업
000370,보험업
008260,1차 철강 제조업
000230,의약품 제조업
000490,특수 목적용 기계 제조업
001800,기타 금융업
004540,"펄프, 종이 및 판지 제조업"
001420,자동차 신품 부품 제조업
002020,기타 금융업
005930,통신 및 방송 장비 제조업
000300,자동차 신품 부품 제조업
001460,봉제의복 제조업
003620,자동차용 엔진 및 자동차 제조업
005610,기타 식품 제조업
000540,보험업
007570,의약품 제조업
002320,도로 화물 운송업
002200,"골판지, 종이 상자 및 종이용기 제조업"
005380,자동차용 엔진 및 자동차 제조업
005360,생활용품 도매업
009830,기초 화학물질 제조업
002030,회사 본부 및 경영 컨설팅 서비스업
006380,기초 화학물질 제조업
004990,기타 금융업
001070,직물직조 및 직물제품 제조업
004410,기타 식품 제조업
003560,"영화, 비디오물, 방송프로그램 제작 및 배급업"
000680,상품 종합 도매업
001210,전구 및 조명장치 제조업
000140,기타 금융업
000320,기타 금융업
000270,자동차용 엔진 및 자동차 제조업
004800,기타 금융업
001040,기타 금융업
000150,기타 금융업
005010,1차 철강 제조업
005830,보험업
002900,특수 목적용 기계 제조업
003090,의약품 제조업
003780,플라스틱제품 제조업
003520,의약품 제조업
002380,기타 화학제품 제조업
005300,비알코올음료 및 얼음 제조업
003200,방적 및 가공사 제조업
002790,기타 화학제품 제조업
006220,은행 및 저축기관
004150,기타 금융업
007210,기타 비금속 광물제품 제조업
000400,보험업
001130,"곡물가공품, 전분 및 전분제품 제조업"
001680,기타 식품 제조업
003550,기타 금융업
000640,기타 금융업
003690,재 보험업
000970,1차 철강 제조업
003300,"시멘트, 석회, 플라스터 및 그 제품 제조업"
004250,플라스틱제품 제조업
003030,기타 금융업
001440,절연선 및 케이블 제조업
001790,"곡물가공품, 전분 및 전분제품 제조업"
000070,기타 금융업
002420,연료 소매업
000240,기타 금융업
000950,방적 및 가공사 제조업
003490,항공 여객 운송업
001530,상품 중개업
000100,의약품 제조업
000120,도로 화물 운송업
000050,종합 소매업
000700,회사 본부 및 경영 컨설팅 서비스업
003480,연료용 가스 제조 및 배관공급업
